message_key,kafka_timestamp,event_id,venta_id,event_type,canal,cliente_id,segmento,producto_id,categoria,cantidad,precio_base,descuento_pct,precio_final,monto_venta,metodo_pago,stock_actual,alerta,event_timestamp,processing_timestamp,batch_id
VS-0004165,2026-05-13 04:25:33.086,EVT-0000385,VS-0004165,descuento_aplicado,tienda_sur,CLI-02694,nuevo,PRD-0017,electronica,3,739.99,20.0,591.99,1775.97,tarjeta,269,,2026-05-13 04:25:33,2026-05-13 04:25:41.312,1
VS-0004449,2026-05-13 04:25:33.189,EVT-0000386,VS-0004449,venta_completada,tienda_sur,CLI-02131,premium,PRD-0029,ropa,2,100.57,20.0,80.46,160.92,tarjeta,63,,2026-05-13 04:25:33,2026-05-13 04:25:41.312,1
VN-0002894,2026-05-13 04:25:33.292,EVT-0000387,VN-0002894,descuento_aplicado,tienda_norte,CLI-00121,recurrente,PRD-0010,ropa,4,147.48,10.0,132.73,530.92,yape,463,,2026-05-13 04:25:33,2026-05-13 04:25:41.312,1
VN-0004372,2026-05-13 04:25:33.395,EVT-0000388,VN-0004372,feedback_recibido,tienda_norte,CLI-00782,nuevo,PRD-0129,ropa,2,99.95,5.0,94.95,189.9,transferencia,134,,2026-05-13 04:25:33,2026-05-13 04:25:41.312,1
VN-0001292,2026-05-13 04:25:33.498,EVT-0000389,VN-0001292,venta_completada,tienda_norte,CLI-02033,premium,PRD-0109,jugueteria,5,127.43,10.0,114.69,573.45,transferencia,30,,2026-05-13 04:25:33,2026-05-13 04:25:41.312,1
VN-0004593,2026-05-13 04:25:33.602,EVT-0000390,VN-0004593,venta_completada,tienda_norte,CLI-01228,recurrente,PRD-0185,ropa,5,178.75,0.0,178.75,893.75,tarjeta,296,,2026-05-13 04:25:33,2026-05-13 04:25:41.312,1
VN-0002939,2026-05-13 04:25:33.705,EVT-0000391,VN-0002939,venta_iniciada,tienda_norte,CLI-01075,premium,PRD-0082,hogar,1,303.1,20.0,242.48,242.48,tarjeta,20,,2026-05-13 04:25:33,2026-05-13 04:25:41.312,1
VS-0003985,2026-05-13 04:25:33.807,EVT-0000392,VS-0003985,venta_iniciada,tienda_sur,CLI-02446,recurrente,PRD-0054,ropa,1,98.65,0.0,98.65,98.65,yape,40,,2026-05-13 04:25:33,2026-05-13 04:25:41.312,1
VS-0004849,2026-05-13 04:25:33.911,EVT-0000393,VS-0004849,descuento_aplicado,tienda_sur,CLI-01389,recurrente,PRD-0140,hogar,5,117.83,0.0,117.83,589.15,tarjeta,3,,2026-05-13 04:25:33,2026-05-13 04:25:41.312,1
VS-0001123,2026-05-13 04:25:34.015,EVT-0000394,VS-0001123,stock_bajo,tienda_sur,CLI-02449,recurrente,PRD-0027,belleza,1,30.66,5.0,29.13,29.13,yape,75,,2026-05-13 04:25:34,2026-05-13 04:25:41.312,1
VN-0002289,2026-05-13 04:25:34.117,EVT-0000395,VN-0002289,descuento_aplicado,tienda_norte,CLI-01266,nuevo,PRD-0080,ropa,1,142.71,0.0,142.71,142.71,yape,136,,2026-05-13 04:25:34,2026-05-13 04:25:41.312,1
VN-0001084,2026-05-13 04:25:34.220,EVT-0000396,VN-0001084,venta_completada,tienda_norte,CLI-00226,nuevo,PRD-0056,hogar,6,236.84,15.0,201.31,1207.86,tarjeta,8,,2026-05-13 04:25:34,2026-05-13 04:25:41.312,1
VS-0001012,2026-05-13 04:25:34.324,EVT-0000397,VS-0001012,feedback_recibido,tienda_sur,CLI-01143,recurrente,PRD-0070,electronica,1,508.33,0.0,508.33,508.33,yape,146,,2026-05-13 04:25:34,2026-05-13 04:25:41.312,1
VN-0004643,2026-05-13 04:25:34.427,EVT-0000398,VN-0004643,stock_bajo,tienda_norte,CLI-00761,nuevo,PRD-0053,alimentos,5,5.18,0.0,5.18,25.9,yape,144,,2026-05-13 04:25:34,2026-05-13 04:25:41.312,1
VN-0003369,2026-05-13 04:25:34.530,EVT-0000399,VN-0003369,venta_iniciada,tienda_norte,CLI-01313,premium,PRD-0197,hogar,6,46.5,0.0,46.5,279.0,yape,92,,2026-05-13 04:25:34,2026-05-13 04:25:41.312,1
VN-0000150,2026-05-13 04:25:34.633,EVT-0000400,VN-0000150,feedback_recibido,tienda_norte,CLI-01954,recurrente,PRD-0001,electronica,2,380.31,0.0,380.31,760.62,tarjeta,132,,2026-05-13 04:25:34,2026-05-13 04:25:41.312,1
VN-0004046,2026-05-13 04:25:34.736,EVT-0000401,VN-0004046,venta_completada,tienda_norte,CLI-01774,inactivo,PRD-0133,belleza,2,96.84,5.0,92.0,184.0,yape,335,,2026-05-13 04:25:34,2026-05-13 04:25:41.312,1
